OBJECTID,SSL,BLDG_NUM,SECT_NUM,STRUCT_CL,STRUCT_CL_D,GRADE,GRADE_D,EXTWALL,EXTWALL_D,WALL_HGT,NUM_UNITS,SALEDATE,PRICE,QUALIFIED,AYB,YR_RMDL,EYB,SALE_NUM,LIVING_GBA,USECODE,LANDAREA,GIS_LAST_MOD_DTTM
3001,1026    0096,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,570000,U,1910,1980,1962,1,1200,41,1368,2017-08-13T18:01:04.000Z
3002,1026    0138,1,1,C,Brick/Concr,30,Average,0,Typical,12,,,167500,Q,1914,,1962,1,3566,42,3240,2017-08-13T18:01:04.000Z
3003,1026    0139,1,1,C,Brick/Concr,30,Average,0,Typical,12,,,,U,1921,2010,1975,1,1408,42,1440,2017-08-13T18:01:04.000Z
3004,1026    0152,1,1,C,Brick/Concr,30,Average,0,Typical,10,,,,U,1923,,1972,1,3228,49,1800,2017-08-13T18:01:04.000Z
3005,1026    0160,1,1,C,Brick/Concr,40,Good,0,Typical,12,,,375000,Q,1927,,1965,1,2403,45,956,2017-08-13T18:01:04.000Z
3006,1026    0168,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,,,U,1988,2011,1992,1,6720,81,9972,2017-08-13T18:01:04.000Z
3007,1026    0174,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,,5400000,Q,1923,2015,1992,4,6716,42,4860,2017-08-13T18:01:04.000Z
3008,1026    0175,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,359000,Q,1921,,1960,2,3030,49,1696,2017-08-13T18:01:04.000Z
3009,1026    0176,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,0,U,1921,,1975,1,3030,45,1697,2017-08-13T18:01:04.000Z
3010,1026    0179,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,,900000,Q,1923,,1963,2,2175,42,816,2017-08-13T18:01:04.000Z
3011,1026    0829,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,700000,Q,1921,,1965,3,1932,45,1541,2017-08-13T18:01:04.000Z
3012,1026    0832,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,185000,Q,1914,1983,1975,1,4026,42,3240,2017-08-13T18:01:04.000Z
3013,1026    0840,1,1,C,Brick/Concr,30,Average,,,,,,384400,Q,1923,,1963,1,1548,42,864,2017-08-13T18:01:04.000Z
3014,1026    0841,1,1,,,,,,,,,,0,U,2018,,0,1,0,86,5905,2017-08-13T18:01:04.000Z
3015,1026N   0802,1,1,0,Default,30,Average,0,Typical,8,0,,,U,1900,,1979,1,2528,81,4465,2017-08-13T18:01:04.000Z
3016,1027    0050,1,1,C,Brick/Concr,50,Very Good,BR,Brick,16,,,,U,1940,,1962,1,3360,62,1120,2017-08-13T18:01:04.000Z
3017,1027    0056,1,1,C,Brick/Concr,30,Average,0,Typical,16,,,0,U,1900,,1957,4,1680,62,1152,2017-08-13T18:01:04.000Z
3018,1027    0057,1,1,C,Brick/Concr,50,Very Good,BR,Brick,14,,,900000,U,1930,,1957,4,624,62,543,2017-08-13T18:01:04.000Z
3019,1027    0058,1,1,C,Brick/Concr,50,Very Good,BR,Brick,14,,,900000,U,1930,,1957,4,624,62,495,2017-08-13T18:01:04.000Z
3020,1027    0059,1,1,C,Brick/Concr,50,Very Good,BR,Brick,14,,,900000,U,1900,,1957,4,624,62,495,2017-08-13T18:01:04.000Z
3021,1027    0060,1,1,C,Brick/Concr,50,Very Good,BR,Brick,14,,,900000,U,1930,,1957,4,624,62,495,2017-08-13T18:01:04.000Z
3022,1027    0061,1,1,C,Brick/Concr,50,Very Good,BR,Brick,14,,,900000,U,1900,,1957,2,624,62,536,2017-08-13T18:01:04.000Z
3023,1027    0082,1,1,C,Brick/Concr,30,Average,0,Typical,16,,,,U,1910,,1957,1,2100,62,1068,2017-08-13T18:01:04.000Z
3024,1027    0086,1,1,10,4 Story,40,Good,BR,Brick,12,2,,640000,U,1913,2015,1987,2,4268,49,975,2017-08-13T18:01:04.000Z
3025,1027    0087,1,1,C,Brick/Concr,30,Average,0,Typical,10,,,0,U,1945,,1977,2,1611,46,975,2017-08-13T18:01:04.000Z
3026,1027    0088,1,1,C,Brick/Concr,30,Average,0,Typical,12,,,1700000,U,1940,,1972,4,1419,41,975,2017-08-13T18:01:04.000Z
3027,1027    0089,1,1,C,Brick/Concr,30,Average,0,Typical,12,,,1700000,U,1940,,1977,5,2028,41,975,2017-08-13T18:01:04.000Z
3028,1027    0097,1,1,C,Brick/Concr,3,,BR,Brick,9,1,,38500,U,1913,1993,1962,1,2107,49,1125,2017-08-13T18:01:04.000Z
3029,1027    0098,1,1,C,Brick/Concr,55,Very Good +,0,Typical,10,,,0,U,1930,,1972,1,1268,46,1125,2017-08-13T18:01:04.000Z
3030,1027    0134,1,1,C,Brick/Concr,40,Good,0,Typical,12,,,,U,1910,2008,1967,1,7332,67,3747,2017-08-13T18:01:04.000Z
3031,1027    0136,1,1,C,Brick/Concr,30,Average,0,Typical,12,,,,U,1910,1993,1972,1,2640,42,1326,2017-08-13T18:01:04.000Z
3032,1027    0139,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,,,U,1912,2010,1967,1,1886,45,1840,2017-08-13T18:01:04.000Z
3033,1027    0140,1,1,C,Brick/Concr,30,Average,0,Typical,10,,,,U,1930,2010,1967,1,1220,45,1501,2017-08-13T18:01:04.000Z
3034,1027    0158,1,1,C,Brick/Concr,60,Excellent,BR,Brick,20,,,0,U,1938,2004,2004,1,53936,66,28960,2017-08-13T18:01:04.000Z
3035,1027    0159,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,12,,,1935000,Q,1908,2010,1977,1,10744,49,7576,2017-08-13T18:01:04.000Z
3036,1027    0162,1,1,B,Reinf Concr,55,Very Good +,BV,Brick Veneer,10,,,0,U,2014,,2014,1,6601,42,2140,2017-08-13T18:01:04.000Z
3037,1027    0163,1,1,C,Brick/Concr,50,Very Good,BR,Brick,10,,,0,U,1930,2010,1976,1,3380,42,2790,2017-08-13T18:01:04.000Z
3038,1027    0164,1,1,C,Brick/Concr,30,Average,0,Typical,12,,,0,U,1921,,1975,2,3146,42,3544,2017-08-13T18:01:04.000Z
3039,1027    0166,1,1,C,Brick/Concr,30,Average,0,Typical,12,,,3000000,Q,1950,,1977,2,2280,41,5040,2017-08-13T18:01:04.000Z
3040,1027    0166,2,1,0,Default,0,Default,BR,Brick,17,,,3000000,Q,1948,,1948,2,2700,41,5040,2017-08-13T18:01:04.000Z
3041,1027    0177,1,1,,,,,,,,,,0,U,2018,,0,1,0,51,2405,2017-08-13T18:01:04.000Z
3042,1027    0824,1,1,C,Brick/Concr,40,Good,0,Typical,12,,,2168000,U,1900,2009,1992,1,6951,67,3680,2017-08-13T18:01:04.000Z
3043,1027    0825,1,1,C,Brick/Concr,30,Average,0,Typical,16,,,0,U,1930,,1972,2,4568,62,3505,2017-08-13T18:01:04.000Z
3044,1198    0074,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,0,,36000000,U,1940,1996,1996,1,42850,42,10084,2017-08-13T18:01:04.000Z
3045,1198    0075,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,0,,36000000,U,1940,1996,1996,1,10500,42,2558,2017-08-13T18:01:04.000Z
3046,1198    0806,1,1,C,Brick/Concr,50,Very Good,BR,Brick,10,,,0,U,1900,,1995,1,5628,46,3360,2017-08-13T18:01:04.000Z
3047,1198    0807,1,1,C,Brick/Concr,50,Very Good,WS,Wood Siding,12,,,1362500,Q,1900,,1979,1,4720,42,2450,2017-08-13T18:01:04.000Z
3048,1198    0808,1,1,C,Brick/Concr,50,Very Good,WS,Wood Siding,12,,,,U,1900,,1995,1,5808,45,2450,2017-08-13T18:01:04.000Z
3049,1198    0815,1,1,C,Brick/Concr,40,Good,BR,Brick,9,,,1515000,Q,1900,,1979,1,3880,51,3143,2017-08-13T18:01:04.000Z
3050,1198    0815,2,1,0,Default,0,Default,BR,Brick,11,,,1515000,Q,1968,,1968,1,5760,51,3143,2017-08-13T18:01:04.000Z
3051,1198    0819,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,0,U,1924,,1989,2,5155,42,3050,2017-08-13T18:01:04.000Z
3052,1198    0842,1,1,D,Wood/Frame,20,Fair,0,Typical,8,0,,0,U,0,,1965,2,400,89,491,2017-08-13T18:01:04.000Z
3053,1198    0843,1,1,C,Brick/Concr,30,Average,0,Typical,12,,,0,U,1900,,1985,1,1480,45,706,2017-08-13T18:01:04.000Z
3054,1198    0844,1,1,C,Brick/Concr,45,Good +,WS,Wood Siding,12,,,0,U,1900,,1996,4,1140,42,486,2017-08-13T18:01:04.000Z
3055,1198    0845,1,1,C,Brick/Concr,40,Good,WS,Wood Siding,12,,,,U,1979,,1995,1,4693,67,4952,2017-08-13T18:01:04.000Z
3056,1198    0847,1,1,C,Brick/Concr,45,Good +,BR,Brick,9,,,639000,U,1810,,1985,1,3886,51,1917,2017-08-13T18:01:04.000Z
3057,1198    0850,1,1,C,Brick/Concr,50,Very Good,0,Typical,12,,,,U,1900,,1985,1,6158,49,2952,2017-08-13T18:01:04.000Z
3058,1198    2001,1,1,D,Wood/Frame,55,Very Good +,0,Typical,,1,,0,U,2014,,2009,1,2957,58,1247,2017-08-13T18:01:04.000Z
3059,1198    2002,1,1,10,4 Story,50,Very Good,BR,Brick,10,6,,0,U,2014,,2014,1,4368,216,1686,2017-08-13T18:01:04.000Z
3060,1199    0008,1,1,C,Brick/Concr,40,Good,BR,Brick,9,,,,U,1938,,1994,1,12306,51,5000,2017-08-13T18:01:04.000Z
3061,1199    0049,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,0,U,1900,,1970,4,2302,67,1726,2017-08-13T18:01:04.000Z
3062,1199    0050,1,1,D,Wood/Frame,40,Good,WS,Wood Siding,9,,,500000,Q,1938,,1982,1,3430,51,1758,2017-08-13T18:01:04.000Z
3063,1199    0053,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,,0,U,1969,,1969,1,146266,52,26138,2017-08-13T18:01:04.000Z
3064,1199    0054,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,,U,1969,,1985,1,3348,42,2533,2017-08-13T18:01:04.000Z
3065,1199    0056,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,0,U,1900,,1985,1,1194,42,900,2017-08-13T18:01:04.000Z
3066,1199    0057,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,,,,U,1900,,1998,1,7800,51,2460,2017-08-13T18:01:04.000Z
3067,1199    0058,1,1,0,Default,0,Default,0,Typical,8,0,,0,U,1900,,1979,1,5286,67,2460,2017-08-13T18:01:04.000Z
3068,1199    0060,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,,825000,Q,1900,,1928,2,5800,75,3577,2017-08-13T18:01:04.000Z
3069,1199    0061,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,,0,U,1900,,1928,1,5456,75,4689,2017-08-13T18:01:04.000Z
3070,1199    0062,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,0,U,1900,2016,2005,1,8030,42,3000,2017-08-13T18:01:04.000Z
3071,1199    0064,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,12,,,0,U,1926,,1995,1,10213,42,4065,2017-08-13T18:01:04.000Z
3072,1199    0800,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,0,U,1940,,1989,1,15756,41,4752,2017-08-13T18:01:04.000Z
3073,1199    0809,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,,U,1900,,1996,1,5040,42,1747,2017-08-13T18:01:04.000Z
3074,1199    0810,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,3332000,Q,1900,,2001,1,11076,42,3000,2017-08-13T18:01:04.000Z
3075,1199    0812,1,1,C,Brick/Concr,35,Average +,BR,Brick,12,,,0,U,1900,,1985,1,5550,67,2460,2017-08-13T18:01:04.000Z
3076,1199    0814,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,,U,1900,,1985,1,4316,42,2460,2017-08-13T18:01:04.000Z
3077,1199    0815,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,0,U,1940,,1998,1,4941,42,2040,2017-08-13T18:01:04.000Z
3078,1199    0816,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,,U,1925,,1985,1,6020,49,2830,2017-08-13T18:01:04.000Z
3079,1199    0817,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,0,U,1920,,1995,1,5369,42,2580,2017-08-13T18:01:04.000Z
3080,1199    0818,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,600000,Q,1925,,1985,1,2793,41,2400,2017-08-13T18:01:04.000Z
3081,1199    0819,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,0,U,1926,,1983,1,5931,42,2417,2017-08-13T18:01:04.000Z
3082,1199    0822,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,0,U,1900,,2005,1,4562,42,2220,2017-08-13T18:01:04.000Z
3083,1199    0834,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,1125000,Q,1926,,1985,1,1242,42,871,2017-08-13T18:01:04.000Z
3084,1199    0835,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,0,U,1900,,1975,2,3410,67,2219,2017-08-13T18:01:04.000Z
3085,1199    0836,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,,U,1963,,1995,1,3243,42,1361,2017-08-13T18:01:04.000Z
3086,1199    0837,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,0,U,1900,,1985,1,1223,42,877,2017-08-13T18:01:04.000Z
3087,1199    0839,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,7250000,Q,1982,,1982,4,9810,67,4809,2017-08-13T18:01:04.000Z
3088,1199    0841,1,1,C,Brick/Concr,45,Good +,BR,Brick,10,1,,0,U,1900,,1980,1,1331,42,859,2017-08-13T18:01:04.000Z
3089,1199    0842,1,1,C,Brick/Concr,45,Good +,BR,Brick,10,1,,0,U,2010,,2011,1,1864,42,875,2017-08-13T18:01:04.000Z
3090,1200    0052,1,1,C,Brick/Concr,30,Average,BR,Brick,9,,,0,U,1946,,1979,3,1680,51,1282,2017-08-13T18:01:04.000Z
3091,1200    0060,1,1,C,Brick/Concr,45,Good +,WS,Wood Siding,10,,,0,U,1800,,1979,1,13206,34,3870,2017-08-13T18:01:04.000Z
3092,1200    0066,1,1,C,Brick/Concr,30,Average,BR,Brick,14,,,,U,1890,,1979,1,5445,49,3452,2017-08-13T18:01:04.000Z
3093,1200    0068,1,1,C,Brick/Concr,45,Good +,BR,Brick,14,,,,U,0,,1985,1,7944,67,8015,2017-08-13T18:01:04.000Z
3094,1200    0823,1,1,C,Brick/Concr,40,Good,WS,Wood Siding,12,,,0,U,0,,1979,1,6900,67,2240,2017-08-13T18:01:04.000Z
3095,1207    0893,1,1,A,Struct Steel,50,Very Good,CB,Concrete Block,12,,,,U,1938,,1979,1,2720,41,3190,2017-08-13T18:01:04.000Z
3096,1207    0896,1,1,A,Struct Steel,60,Excellent,BR,Brick,9,,,635000,Q,1900,,1997,1,1470,51,691,2017-08-13T18:01:04.000Z
3097,1207    0900,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,12,,,0,U,1890,,1994,3,1880,42,816,2017-08-13T18:01:04.000Z
3098,1207    0904,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,1100000,Q,1900,,1985,1,5342,42,3622,2017-08-13T18:01:04.000Z
3099,1207    0905,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,12,,,0,U,1930,,1996,1,1407,42,818,2017-08-13T18:01:04.000Z
3100,1207    0907,1,1,C,Brick/Concr,40,Good,BR,Brick,22,,,0,U,1927,,1969,1,14033,42,7280,2017-08-13T18:01:04.000Z
3101,1208    0013,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,12,,,,U,1900,,1996,1,5760,42,1440,2017-08-13T18:01:04.000Z
3102,1208    0014,1,1,A,Struct Steel,45,Good +,BR,Brick,8,,,,U,1900,,2006,1,2880,41,1440,2017-08-13T18:01:04.000Z
3103,1208    0034,1,1,C,Brick/Concr,40,Good,,,,5,,,U,1900,,1965,1,5250,25,3565,2017-08-13T18:01:04.000Z
3104,1208    0035,1,1,C,Brick/Concr,50,Very Good,0,Typical,12,,,0,U,1921,,1985,1,3823,45,4072,2017-08-13T18:01:04.000Z
3105,1208    0038,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,0,U,1900,,1969,4,2880,51,2045,2017-08-13T18:01:04.000Z
3106,1208    0039,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,0,U,1922,2013,1970,1,5564,67,3044,2017-08-13T18:01:04.000Z
3107,1208    0040,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,12,,,,U,1930,,1995,1,9868,42,5755,2017-08-13T18:01:04.000Z
3108,1208    0041,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,0,U,1900,,1985,1,4297,42,4801,2017-08-13T18:01:04.000Z
3109,1208    0042,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,,U,1900,,1985,1,6852,45,6007,2017-08-13T18:01:04.000Z
3110,1208    0045,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,0,U,1900,,1975,1,6746,67,2952,2017-08-13T18:01:04.000Z
3111,1208    0047,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,,1510000,Q,1850,2004,2004,1,1120,42,1280,2017-08-13T18:01:04.000Z
3112,1208    0051,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,2200000,Q,1919,,1990,1,11682,42,6007,2017-08-13T18:01:04.000Z
3113,1208    0052,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,0,U,1900,,1985,1,2944,42,2582,2017-08-13T18:01:04.000Z
3114,1208    0055,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,0,Q,1900,,1988,1,3504,41,2952,2017-08-13T18:01:04.000Z
3115,1208    0056,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,,U,1900,,1984,1,10632,42,9207,2017-08-13T18:01:04.000Z
3116,1208    0056,2,1,0,Default,0,Default,BR,Brick,10,,,,U,1900,,1985,1,4735,42,9207,2017-08-13T18:01:04.000Z
3117,1208    0059,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,12,,,13390000,Q,1985,,1985,1,18575,42,7456,2017-08-13T18:01:04.000Z
3118,1208    0063,1,1,C,Brick/Concr,60,Excellent,C,Concrete,18,1,,4685490,U,1922,2006,1970,1,13329,61,14703,2017-08-13T18:01:04.000Z
3119,1208    0065,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,0,,0,U,1900,,1995,1,5060,42,3407,2017-08-13T18:01:04.000Z
3120,1208    0066,1,1,0,Default,50,Very Good,0,Typical,8,0,,0,U,1900,2013,1990,1,5412,42,6232,2017-08-13T18:01:04.000Z
3121,1208    0068,1,1,B,Reinf Concr,50,Very Good,BR,Brick,10,,,0,U,1895,2003,1985,1,3198,42,2708,2017-08-13T18:01:04.000Z
3122,1208    0800,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,,0,U,1979,,1980,1,3360,41,2880,2017-08-13T18:01:04.000Z
3123,1208    0801,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,1,,0,U,1900,,1995,1,9888,42,2880,2017-08-13T18:01:04.000Z
3124,1208    0803,1,1,C,Brick/Concr,50,Very Good,CB,Concrete Block,12,1,,0,U,1940,,1995,1,17640,41,2880,2017-08-13T18:01:04.000Z
3125,1208    0805,1,1,C,Brick/Concr,30,Average,BR,Brick,12,3922,,0,U,1909,,1980,3,3922,67,2040,2017-08-13T18:01:04.000Z
3126,1208    0809,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,,U,1923,,1973,1,4500,42,2952,2017-08-13T18:01:04.000Z
3127,1208    0849,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,,0,U,1829,,1980,1,7110,81,9002,2017-08-13T18:01:04.000Z
3128,1208    0874,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,,,U,1850,,1970,1,5000,89,6932,2017-08-13T18:01:04.000Z
3129,1208    0879,1,1,C,Brick/Concr,30,Average,BR,Brick,9,,,,U,1885,,1885,1,1760,51,2374,2017-08-13T18:01:04.000Z
3130,1208    0879,2,1,0,Default,0,Default,BR,Brick,12,0,,,U,1885,,1918,1,1794,51,2374,2017-08-13T18:01:04.000Z
3131,1208    0879,3,1,0,Default,0,Default,BR,Brick,12,0,,,U,1946,,1946,1,1140,51,2374,2017-08-13T18:01:04.000Z
3132,1208    0881,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,4525000,Q,1898,2012,1995,1,7060,42,4274,2017-08-13T18:01:04.000Z
3133,1208    0883,1,1,C,Brick/Concr,45,Good +,BR,Brick,9,,,1563000,Q,1900,,1999,1,6328,51,4499,2017-08-13T18:01:04.000Z
3134,1208    0884,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,,,U,1981,,1981,1,16023,59,15563,2017-08-13T18:01:04.000Z
3135,1208    0884,2,1,0,Default,0,Default,BR,Brick,12,,,,U,1984,,1984,1,17515,59,15563,2017-08-13T18:01:04.000Z
3136,1209    0040,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,0,U,1789,,1996,1,3266,42,3835,2017-08-13T18:01:04.000Z
3137,1209    0040,2,1,C,Brick/Concr,45,Good +,BR,Brick,12,0,,0,U,1792,,1996,1,3411,42,3835,2017-08-13T18:01:04.000Z
3138,1209    0040,3,1,C,Brick/Concr,45,Good +,BR,Brick,,0,,0,U,1792,,1996,1,5037,42,3835,2017-08-13T18:01:04.000Z
3139,1209    0044,1,1,C,Brick/Concr,30,Average,BR,Brick,9,,,0,U,1811,,1985,1,2828,51,1415,2017-08-13T18:01:04.000Z
3140,1209    0045,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,,U,1806,,1990,1,11806,89,5402,2017-08-13T18:01:04.000Z
3141,1209    0050,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,0,U,1900,,1985,1,2724,42,1962,2017-08-13T18:01:04.000Z
3142,1209    0051,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,0,U,1900,,1985,1,5716,42,2920,2017-08-13T18:01:04.000Z
3143,1209    0058,1,1,C,Brick/Concr,60,Excellent,BR,Brick,9,,,,U,1997,,1997,1,12519,42,3968,2017-08-13T18:01:04.000Z
3144,1209    0060,1,1,C,Brick/Concr,60,Excellent,0,Typical,12,,,,U,1997,,1997,1,7909,42,4040,2017-08-13T18:01:04.000Z
3145,1209    0061,1,1,B,Reinf Concr,55,Very Good +,BR,Brick,12,0,,,U,1920,2000,1980,1,29722,42,8078,2017-08-13T18:01:04.000Z
3146,0926    0040,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,10,,,0,U,1908,2007,1995,1,3564,46,944,2017-08-13T18:01:04.000Z
3147,0926    0046,1,1,4,2 Story,50,Very Good,BR,Brick,12,2,,1440000,U,1900,2015,1987,4,1672,51,1505,2017-08-13T18:01:04.000Z
3148,0926    0053,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,1300000,Q,1900,1971,1982,1,4404,67,1589,2017-08-13T18:01:04.000Z
3149,0926    0055,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,1900000,Q,1900,2004,2003,2,2942,51,2504,2017-08-13T18:01:04.000Z
3150,0926    0056,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,15,,,2075000,Q,1880,2005,2005,1,4728,45,2655,2017-08-13T18:01:04.000Z
3151,0926    0058,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,,0,U,1930,1951,1969,1,2925,51,1993,2017-08-13T18:01:04.000Z
3152,0926    0812,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,10,,,0,U,1955,,1990,1,18384,42,4800,2017-08-13T18:01:04.000Z
3153,0926    0813,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,,U,1935,2012,1982,1,4474,45,5005,2017-08-13T18:01:04.000Z
3154,0926    0834,1,1,C,Brick/Concr,40,Good,CB,Concrete Block,10,,,540000,U,1954,2007,1985,1,1628,69,743,2017-08-13T18:01:04.000Z
3155,0926    0838,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,12,,,500000,Q,1900,1957,1987,1,3698,67,1862,2017-08-13T18:01:04.000Z
3156,0926    0841,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,,0,U,1900,,1975,1,2658,82,2080,2017-08-13T18:01:04.000Z
3157,0926    0842,1,1,C,Brick/Concr,50,Very Good,BR,Brick,10,,,0,U,1900,2010,1977,1,4827,42,2415,2017-08-13T18:01:04.000Z
3158,0927    0800,1,1,C,Brick/Concr,30,Average,C,Concrete,10,0,,0,U,1900,,1900,1,5415,84,156188,2017-08-13T18:01:04.000Z
3159,0927    0800,2,1,0,Default,0,Default,BR,Brick,12,,,0,U,1908,,1918,1,5415,84,156188,2017-08-13T18:01:04.000Z
3160,0927    0800,3,1,0,Default,0,Default,BR,Brick,12,,,0,U,1908,,1918,1,5415,84,156188,2017-08-13T18:01:04.000Z
3161,0927    0800,4,1,0,Default,0,Default,BR,Brick,12,,,0,U,1908,,1918,1,5415,84,156188,2017-08-13T18:01:04.000Z
3162,0927    0800,5,1,0,Default,0,Default,BR,Brick,12,,,0,U,1810,,1918,1,11358,84,156188,2017-08-13T18:01:04.000Z
3163,0927    0800,6,1,0,Default,0,Default,BR,Brick,10,,,0,U,1934,,1934,1,4100,84,156188,2017-08-13T18:01:04.000Z
3164,0927    0800,7,1,0,Default,0,Default,BR,Brick,12,,,0,U,1902,,1918,1,56759,84,156188,2017-08-13T18:01:04.000Z
3165,0927    0800,8,1,0,Default,0,Default,BR,Brick,12,,,0,U,1906,,1918,1,30172,84,156188,2017-08-13T18:01:04.000Z
3166,0927    0800,9,1,C,Brick/Concr,30,Average,0,Typical,8,0,,0,U,1900,,1900,1,6698,84,156188,2017-08-13T18:01:04.000Z
3167,0929    0006,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,,U,0,,1979,1,2348,83,6059,2017-08-13T18:01:04.000Z
3168,0929    0806,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,,,900000,U,1900,1980,1900,1,1170,51,439,2017-08-13T18:01:04.000Z
3169,0929    0816,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,900000,U,1932,1989,1932,1,1152,51,435,2017-08-13T18:01:04.000Z
3170,0929    0817,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,,900000,U,1900,1989,1900,1,1152,51,396,2017-08-13T18:01:04.000Z
3171,0929    0818,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,,,900000,U,1933,,1933,1,1170,1,419,2017-08-13T18:01:04.000Z
3172,0930    0017,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,,5260000,U,1922,1984,1922,4,28627,51,8598,2017-08-13T18:01:04.000Z
3173,0930    0021,1,1,C,Brick/Concr,40,Good,0,Typical,8,,,700000,Q,0,,1979,1,3404,45,6306,2017-08-13T18:01:04.000Z
3174,0930    0811,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,,0,U,1963,,1963,1,1928,42,2900,2017-08-13T18:01:04.000Z
3175,0930    0812,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,,645000,Q,1900,,1900,1,1960,51,1550,2017-08-13T18:01:04.000Z
3176,0930    0823,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,12,16,,7150000,U,0,,1945,5,15100,21,6396,2017-08-13T18:01:04.000Z
3177,0930    0824,1,1,C,Brick/Concr,45,Good +,,,,,,565000,U,1900,2007,1925,1,1194,51,1043,2017-08-13T18:01:04.000Z
