OBJECTID,SSL,BLDG_NUM,SECT_NUM,STRUCT_CL,STRUCT_CL_D,GRADE,GRADE_D,EXTWALL,EXTWALL_D,WALL_HGT,NUM_UNITS,SALEDATE,PRICE,QUALIFIED,AYB,YR_RMDL,EYB,SALE_NUM,LIVING_GBA,USECODE,LANDAREA,GIS_LAST_MOD_DTTM
17666,2067    0811,1,1,0,Default,30,Average,BR,Brick,8,12,,,U,1925,,1925,1,11856,26,11055,2017-08-13T18:01:04.000Z
17667,2067    0813,1,1,0,Default,30,Average,BR,Brick,8,12,,,U,1925,,1925,1,11898,26,10132,2017-08-13T18:01:04.000Z
17668,2549    0859,1,1,0,Default,30,Average,BR,Brick,8,16,,,U,1913,1988,1913,1,28285,27,8928,2017-08-13T18:01:04.000Z
17669,2549    0869,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,,,U,1930,,2002,1,9672,49,6326,2017-08-13T18:01:04.000Z
17670,2549    0870,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,0,U,1931,,1996,1,1140,41,1799,2017-08-13T18:01:04.000Z
17671,2549    0874,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,0,U,1934,,1995,1,1122,45,1946,2017-08-13T18:01:04.000Z
17672,2549    0875,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,,U,1931,,1995,1,1121,41,2035,2017-08-13T18:01:04.000Z
17673,2549    0877,1,1,B,Reinf Concr,30,Average,BV,Brick Veneer,9,112,,26000000,Q,1930,2014,1958,1,120650,29,22529,2017-08-13T18:01:04.000Z
17674,2550    0814,1,1,C,Brick/Concr,40,Good,BR,Brick,9,17,,0,U,1916,,1965,1,25310,22,11333,2017-08-13T18:01:04.000Z
17675,2550    0818,1,1,C,Brick/Concr,40,Good,BR,Brick,8,0,,0,U,0,,1900,1,1088,87,138377,2017-08-13T18:01:04.000Z
17676,2551    0003,1,1,C,Brick/Concr,30,Average,BR,Brick,9,18,,0,U,1923,,1965,1,16586,21,6000,2017-08-13T18:01:04.000Z
17677,2551    0027,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,775000,Q,1900,,2000,1,6425,45,2085,2017-08-13T18:01:04.000Z
17678,2551    0028,1,1,C,Brick/Concr,20,Fair,BR,Brick,12,,,594860,Q,1937,,1985,1,1500,45,1968,2017-08-13T18:01:04.000Z
17679,2551    0029,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,,,U,1900,,1995,1,4825,59,1666,2017-08-13T18:01:04.000Z
17680,2551    0030,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,,500000,Q,1923,,1923,1,5095,89,1571,2017-08-13T18:01:04.000Z
17681,2551    0031,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,,,U,1900,,1995,1,6234,45,1476,2017-08-13T18:01:04.000Z
17682,2551    0032,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,,,U,1923,,1995,1,4244,49,1382,2017-08-13T18:01:04.000Z
17683,2551    0033,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,,,U,1900,2004,1995,1,4848,42,1266,2017-08-13T18:01:04.000Z
17684,2551    0034,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,,U,1900,2006,1995,1,4585,45,1371,2017-08-13T18:01:04.000Z
17685,2551    0035,1,1,C,Brick/Concr,20,Fair,BR,Brick,12,,,,U,1900,,1995,1,5208,45,1476,2017-08-13T18:01:04.000Z
17686,2551    0040,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,,0,U,1900,,1995,1,3558,49,1292,2017-08-13T18:01:04.000Z
17687,2551    0041,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,525000,Q,1900,2004,1995,1,3336,45,1375,2017-08-13T18:01:04.000Z
17688,2551    0042,1,1,C,Brick/Concr,25,Fair +,BR,Brick,12,,,876000,U,1900,,1995,1,2646,42,1458,2017-08-13T18:01:04.000Z
17689,2551    0046,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,1800000,Q,1910,2016,1992,2,1917,45,2719,2017-08-13T18:01:04.000Z
17690,2551    0056,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,2300000,U,1907,,1985,1,1005,45,1334,2017-08-13T18:01:04.000Z
17691,2551    0061,1,1,0,Default,30,Average,BR,Brick,8,31,,,U,1907,,1907,1,48538,27,13069,2017-08-13T18:01:04.000Z
17692,2551    0062,1,1,C,Brick/Concr,25,Fair +,BR,Brick,10,,,2300000,Q,1913,,1990,2,6153,49,6067,2017-08-13T18:01:04.000Z
17693,2551    0063,1,1,C,Brick/Concr,35,Average +,BR,Brick,16,,,0,U,1938,2006,1995,1,4841,47,3889,2017-08-13T18:01:04.000Z
17694,2551    0078,1,1,C,Brick/Concr,30,Average,BR,Brick,18,,,,U,1978,,1985,1,6031,42,16271,2017-08-13T18:01:04.000Z
17695,2551    0083,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,726110,U,1896,,2000,1,8768,42,4875,2017-08-13T18:01:04.000Z
17696,2551    0084,1,1,C,Brick/Concr,30,Average,BR,Brick,12,1,,2300000,U,1907,1986,1995,1,969,41,2666,2017-08-13T18:01:04.000Z
17697,2551    0085,1,1,C,Brick/Concr,60,Excellent,BR,Brick,8,12,,12789000,Q,2005,2005,2005,2,25124,29,5710,2017-08-13T18:01:04.000Z
17698,2551    0086,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,0,U,1938,2008,2000,1,3688,41,6167,2017-08-13T18:01:04.000Z
17699,2551    0087,1,1,C,Brick/Concr,40,Good,BR,Brick,9,0,,0,U,1900,2003,2000,2,5100,45,3094,2017-08-13T18:01:04.000Z
17700,2551    0806,1,1,C,Brick/Concr,35,Average +,BR,Brick,9,21,,1150000,Q,1912,2004,2000,1,20905,126,7170,2017-08-13T18:01:04.000Z
17701,2551    0809,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,,0,U,1911,2006,1995,1,3454,42,2906,2017-08-13T18:01:04.000Z
17702,2551    0811,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,,1725000,Q,1910,,2001,2,3172,67,3281,2017-08-13T18:01:04.000Z
17703,2551    0814,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,1450000,Q,1900,,1995,3,3996,42,1600,2017-08-13T18:01:04.000Z
17704,2551    0820,1,1,C,Brick/Concr,25,Fair +,BR,Brick,12,,,2300000,U,1900,,1975,1,1872,41,2400,2017-08-13T18:01:04.000Z
17705,2551    2001,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,,,248000,U,1912,1981,2000,3,910,48,370,2017-08-13T18:01:04.000Z
17706,2551    2002,1,1,C,Brick/Concr,40,Good,BR,Brick,8,,,358400,U,1912,1981,2000,1,1520,48,613,2017-08-13T18:01:04.000Z
17707,2551    2029,1,1,C,Brick/Concr,60,Excellent,BR,Brick,10,,,0,U,1900,1983,2001,1,437,56,160,2017-08-13T18:01:04.000Z
17708,2551    2030,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,0,,0,U,1900,1983,1990,1,432,56,184,2017-08-13T18:01:04.000Z
17709,2551    2031,1,1,C,Brick/Concr,40,Good,BR,Brick,8,0,,0,U,1900,1983,1900,1,478,56,160,2017-08-13T18:01:04.000Z
17710,2551    2032,1,1,C,Brick/Concr,40,Good,BR,Brick,8,0,,0,U,1900,1983,1900,1,484,56,160,2017-08-13T18:01:04.000Z
17711,2551    2033,1,1,C,Brick/Concr,40,Good,BR,Brick,8,0,,0,U,1900,1983,1900,1,470,56,157,2017-08-13T18:01:04.000Z
17712,2551    2034,1,1,C,Brick/Concr,40,Good,BR,Brick,8,0,,0,U,1900,1983,1900,1,487,56,160,2017-08-13T18:01:04.000Z
17713,2608    2035,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,,0,U,1907,1984,1988,1,470,216,398,2017-08-13T18:01:04.000Z
17714,2608    2036,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,,0,U,1907,1984,1988,1,330,216,370,2017-08-13T18:01:04.000Z
17715,2608    2037,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,,0,U,1907,1984,1988,1,636,216,512,2017-08-13T18:01:04.000Z
17716,2608    2038,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,,0,U,1907,1984,1988,1,690,216,569,2017-08-13T18:01:04.000Z
17717,2608    2041,1,1,C,Brick/Concr,45,Good +,BR,Brick,9,,,0,U,1901,1983,1988,1,470,216,483,2017-08-13T18:01:04.000Z
17718,2608    2042,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,,0,U,1901,1983,1988,1,440,216,455,2017-08-13T18:01:04.000Z
17719,2608    2043,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,,0,U,1901,1983,1988,1,340,216,398,2017-08-13T18:01:04.000Z
17720,2608    2044,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,,0,U,1901,1983,1988,1,330,216,370,2017-08-13T18:01:04.000Z
17721,2608    2045,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,,0,U,1901,1983,1988,1,630,216,512,2017-08-13T18:01:04.000Z
17722,2608    2046,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,,0,U,1901,1983,1988,1,690,216,569,2017-08-13T18:01:04.000Z
17723,2608    2049,1,1,C,Brick/Concr,45,Good +,BR,Brick,9,,,0,U,1907,,1988,1,470,216,483,2017-08-13T18:01:04.000Z
17724,2608    2050,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,,0,U,1907,,1988,1,440,216,455,2017-08-13T18:01:04.000Z
17725,2608    2051,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,,0,U,1907,,1988,1,340,216,398,2017-08-13T18:01:04.000Z
17726,2608    2052,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,,0,U,1907,,1988,1,370,216,370,2017-08-13T18:01:04.000Z
17727,2608    2053,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,,0,U,1907,,1988,1,630,216,512,2017-08-13T18:01:04.000Z
17728,2608    2054,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,,0,U,1907,,1988,1,690,216,569,2017-08-13T18:01:04.000Z
17729,2609    0822,1,1,C,Brick/Concr,30,Average,BR,Brick,9,31,,693769,U,1942,2002,1968,1,29598,21,7075,2017-08-13T18:01:04.000Z
17730,2609    0857,1,1,C,Brick/Concr,50,Very Good,BV,Brick Veneer,12,,,,U,0,,1980,1,38883,81,45360,2017-08-13T18:01:04.000Z
17731,2609    0857,2,1,0,Default,0,Default,BR,Brick,13,,,,U,1930,,1980,1,12618,81,45360,2017-08-13T18:01:04.000Z
17732,2609    0857,3,1,0,Default,0,Default,BR,Brick,12,,,,U,1930,,1980,1,8648,81,45360,2017-08-13T18:01:04.000Z
17733,2609    0858,1,1,B,Reinf Concr,50,Very Good,BV,Brick Veneer,9,164,,0,U,1964,,1970,1,110000,22,18077,2017-08-13T18:01:04.000Z
17734,2609    2061,1,1,C,Brick/Concr,45,Good +,BR,Brick,9,,,,U,1895,1988,1988,1,856,216,731,2017-08-13T18:01:04.000Z
17735,2609    2062,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,,,U,1895,1988,1988,1,805,216,689,2017-08-13T18:01:04.000Z
17736,2609    2063,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,,,U,1895,1988,1895,1,763,216,646,2017-08-13T18:01:04.000Z
17737,2609    2064,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,,,U,1895,1988,1895,1,664,216,570,2017-08-13T18:01:04.000Z
17738,2609    2065,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,,,U,1895,1988,1895,1,808,216,689,2017-08-13T18:01:04.000Z
17739,2609    2066,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,,,U,1895,1988,1895,1,768,216,655,2017-08-13T18:01:04.000Z
17740,0751    2269,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,,120000000,U,2009,,2010,1,653,217,99,2017-08-13T18:01:04.000Z
17741,0751    2270,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,,120000000,U,2009,,2010,1,1102,217,141,2017-08-13T18:01:04.000Z
17742,0751    2271,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,,120000000,U,2009,,2010,1,716,217,99,2017-08-13T18:01:04.000Z
17743,0751    2272,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,,120000000,U,2009,,2010,1,662,217,85,2017-08-13T18:01:04.000Z
17744,0751    2273,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,,120000000,U,2009,,2010,1,1085,217,135,2017-08-13T18:01:04.000Z
17745,0751    2274,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,,120000000,U,2009,,2010,1,1068,217,135,2017-08-13T18:01:04.000Z
17746,0751    2275,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,,120000000,U,2009,,2010,1,1336,217,152,2017-08-13T18:01:04.000Z
17747,0751    2276,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,,120000000,U,2009,,2010,1,794,217,108,2017-08-13T18:01:04.000Z
17748,0751    2277,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,,120000000,U,2009,,2010,1,958,217,125,2017-08-13T18:01:04.000Z
17749,0751    2278,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,,120000000,U,2009,,2010,1,959,217,125,2017-08-13T18:01:04.000Z
17750,0751    2279,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,,120000000,U,2009,,2010,1,794,217,108,2017-08-13T18:01:04.000Z
17751,0751    2280,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,,120000000,U,2009,,2010,1,1325,217,152,2017-08-13T18:01:04.000Z
17752,0751    2281,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,,120000000,U,2009,,2010,1,987,217,125,2017-08-13T18:01:04.000Z
17753,0751    2282,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,,120000000,U,2009,,2010,1,1339,217,152,2017-08-13T18:01:04.000Z
17754,0771    7004,1,1,APT,RENTAL APARTMENTS,55,Very Good +,0,Typical,12,,,2512507,U,2014,,2014,1,2136,22,0,2017-08-13T18:01:04.000Z
17755,0771    7005,1,1,APT,RENTAL APARTMENTS,55,Very Good +,0,Typical,12,,,2512507,U,2014,,2014,1,3504,22,0,2017-08-13T18:01:04.000Z
17756,0771    7006,1,1,APT,RENTAL APARTMENTS,55,Very Good +,0,Typical,12,,,2512507,U,2014,,2014,1,3275,22,0,2017-08-13T18:01:04.000Z
17757,0771    7007,1,1,APT,RENTAL APARTMENTS,55,Very Good +,0,Typical,12,,,2512507,U,2014,,2014,1,3105,22,0,2017-08-13T18:01:04.000Z
17758,0771    7008,1,1,APT,RENTAL APARTMENTS,55,Very Good +,0,Typical,12,,,2512507,U,2014,,2014,1,6550,22,0,2017-08-13T18:01:04.000Z
17759,0771    7009,1,1,APT,RENTAL APARTMENTS,55,Very Good +,0,Typical,12,,,2512507,U,2014,,2014,1,3170,22,0,2017-08-13T18:01:04.000Z
17760,0771    7010,1,1,APT,RENTAL APARTMENTS,55,Very Good +,0,Typical,12,,,2512507,U,2014,,2014,1,3785,22,0,2017-08-13T18:01:04.000Z
17761,0771W   0801,1,1,B,Reinf Concr,40,Good,BR,Brick,8,0,,0,U,1902,,1960,1,111670,89,73540,2017-08-13T18:01:04.000Z
17762,0771W   0801,2,1,,,,,,,,,,0,U,,,1918,1,0,89,73540,2017-08-13T18:01:04.000Z
17763,0772    0016,1,1,C,Brick/Concr,60,Excellent,,,,,,2500000,U,2009,,2010,1,22380,83,8982,2017-08-13T18:01:04.000Z
17764,0772    0017,1,1,C,Brick/Concr,30,Average,BR,Brick,14,,,693648,U,1964,,1968,1,12060,75,8982,2017-08-13T18:01:04.000Z
17765,0772    0022,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,10,,,13200000,U,1931,,1931,2,86280,75,25421,2017-08-13T18:01:04.000Z
17766,0772    0023,1,1,C,Brick/Concr,50,Very Good,BR,Brick,25,,,12000000,Q,1980,,1980,1,33435,74,33086,2017-08-13T18:01:04.000Z
17767,0772    0024,1,1,C,Brick/Concr,30,Average,BR,Brick,9,,,0,U,1952,,1952,1,18000,51,67378,2017-08-13T18:01:04.000Z
17768,0772N   0003,1,1,C,Brick/Concr,30,Average,0,Typical,12,,,0,U,1953,,1957,1,1334,41,8721,2017-08-13T18:01:04.000Z
17769,0773    0021,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,,400000,U,1923,,1923,4,3045,42,1330,2017-08-13T18:01:04.000Z
17770,0773    0277,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,,1200000,Q,1959,,1974,4,998,41,823,2017-08-13T18:01:04.000Z
17771,0773    0278,1,1,C,Brick/Concr,40,Good,BR,Brick,24,60,,0,U,2012,,2012,2,58814,22,12124,2017-08-13T18:01:04.000Z
17772,0774    0056,1,1,C,Brick/Concr,30,Average,BR,Brick,14,,,0,U,1925,1974,1925,3,4862,74,5418,2017-08-13T18:01:04.000Z
17773,0774    0058,1,1,C,Brick/Concr,50,Very Good,BR,Brick,10,95,,8200000,Q,2010,,2011,1,140908,22,29145,2017-08-13T18:01:04.000Z
17774,0775    0015,1,1,0,Default,0,Default,0,Typical,8,0,,,U,0,,1979,1,915,81,2307,2017-08-13T18:01:04.000Z
17775,0775    0828,1,1,C,Brick/Concr,40,Good,BR,Brick,9,,,0,U,1927,1986,1995,1,56433,51,16630,2017-08-13T18:01:04.000Z
17776,0775    2008,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,176,2017-08-13T18:01:04.000Z
17777,0775    2009,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,277,2017-08-13T18:01:04.000Z
17778,0775    2010,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,131,2017-08-13T18:01:04.000Z
17779,0775    2011,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,226,2017-08-13T18:01:04.000Z
17780,0775    2012,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,163,2017-08-13T18:01:04.000Z
17781,0775    2013,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,163,2017-08-13T18:01:04.000Z
17782,0775    2014,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,165,2017-08-13T18:01:04.000Z
17783,0775    2015,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,239,2017-08-13T18:01:04.000Z
17784,0775    2016,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,242,2017-08-13T18:01:04.000Z
17785,0775    2017,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,239,2017-08-13T18:01:04.000Z
17786,0775    2018,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,128,2017-08-13T18:01:04.000Z
17787,0775    2019,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,239,2017-08-13T18:01:04.000Z
17788,0775    2020,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,128,2017-08-13T18:01:04.000Z
17789,0775    2021,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,195,2017-08-13T18:01:04.000Z
17790,0775    2022,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,274,2017-08-13T18:01:04.000Z
17791,0775    2023,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,177,2017-08-13T18:01:04.000Z
17792,0775    2024,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,188,2017-08-13T18:01:04.000Z
17793,0775    2025,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,178,2017-08-13T18:01:04.000Z
17794,0775    2026,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,176,2017-08-13T18:01:04.000Z
17795,0775    2027,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,281,2017-08-13T18:01:04.000Z
17796,0775    2028,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,131,2017-08-13T18:01:04.000Z
17797,0775    2029,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,194,2017-08-13T18:01:04.000Z
17798,0775    2030,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,257,2017-08-13T18:01:04.000Z
17799,0775    2031,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,267,2017-08-13T18:01:04.000Z
17800,0775    2032,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,154,2017-08-13T18:01:04.000Z
17801,0775    2033,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,183,2017-08-13T18:01:04.000Z
17802,0775    2034,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,153,2017-08-13T18:01:04.000Z
17803,0775    2035,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,141,2017-08-13T18:01:04.000Z
17804,0775    2036,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,321,2017-08-13T18:01:04.000Z
17805,0775    2037,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,260,2017-08-13T18:01:04.000Z
17806,0775    2038,1,1,0,Default,0,Default,0,Typical,,1,,0,U,2016,,2016,1,0,217,165,2017-08-13T18:01:04.000Z
17807,0837    0019,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,9,,,1400000,Q,1981,,1986,3,3240,51,1904,2017-08-13T18:01:04.000Z
17808,0837    0020,1,1,B,Reinf Concr,55,Very Good +,BR,Brick,10,,,1550000,Q,1981,,1986,2,2700,51,1749,2017-08-13T18:01:04.000Z
17809,0837    0021,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,,1100000,Q,1982,,1999,3,3685,1,1792,2017-08-13T18:01:04.000Z
17810,0837    0022,1,1,B,Reinf Concr,55,Very Good +,BR,Brick,14,,,7800000,Q,1990,,1994,1,17180,51,4025,2017-08-13T18:01:04.000Z
17811,0837    0023,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,12,,,,U,1900,2001,2000,1,3083,51,4183,2017-08-13T18:01:04.000Z
17812,0837    0023,2,1,0,Default,0,Default,BR,Brick,12,0,,,U,1900,1980,1869,1,2939,51,4183,2017-08-13T18:01:04.000Z
17813,1601    3781,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,820,217,303,2017-08-13T18:01:04.000Z
17814,1601    3782,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,1130,217,570,2017-08-13T18:01:04.000Z
17815,1601    3783,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,1130,217,419,2017-08-13T18:01:04.000Z
17816,1601    3784,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,845,217,303,2017-08-13T18:01:04.000Z
17817,1601    3785,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,845,217,303,2017-08-13T18:01:04.000Z
17818,1601    3786,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,845,217,303,2017-08-13T18:01:04.000Z
17819,1601    3787,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,1340,217,489,2017-08-13T18:01:04.000Z
17820,1601    3788,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,550,217,198,2017-08-13T18:01:04.000Z
17821,1601    3789,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,1280,217,466,2017-08-13T18:01:04.000Z
17822,1601    3790,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,580,217,198,2017-08-13T18:01:04.000Z
17823,1601    3791,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,1020,217,372,2017-08-13T18:01:04.000Z
17824,1601    3792,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,845,217,303,2017-08-13T18:01:04.000Z
17825,1601    3793,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,845,217,547,2017-08-13T18:01:04.000Z
17826,1601    3794,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,845,217,303,2017-08-13T18:01:04.000Z
17827,1601    3795,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,845,217,303,2017-08-13T18:01:04.000Z
17828,1601    3796,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,1340,217,489,2017-08-13T18:01:04.000Z
17829,1601    3797,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,845,217,303,2017-08-13T18:01:04.000Z
17830,1601    3798,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,1280,217,466,2017-08-13T18:01:04.000Z
17831,1601    3799,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,1130,217,419,2017-08-13T18:01:04.000Z
17832,1601    3800,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,1000,217,361,2017-08-13T18:01:04.000Z
17833,1601    3801,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,820,217,303,2017-08-13T18:01:04.000Z
17834,1601    3802,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,1130,217,419,2017-08-13T18:01:04.000Z
17835,1601    3803,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,1130,217,419,2017-08-13T18:01:04.000Z
17836,1601    3804,1,1,A,Struct Steel,40,Good,BR,Brick,8,1,,,U,1982,,1982,1,845,217,303,2017-08-13T18:01:04.000Z
17837,1657    0024,2,1,0,Default,0,Default,BR,Brick,12,,,,U,1936,,1936,1,6968,84,164140,2017-08-13T18:01:04.000Z
17838,1657    0026,1,1,C,Brick/Concr,20,Fair,BR,Brick,10,,,0,U,1940,,1948,1,15782,84,21087,2017-08-13T18:01:04.000Z
17839,1659    0001,1,1,B,Reinf Concr,40,Good,C,Concrete,8,1,,,U,1980,,1982,1,193158,52,29716,2017-08-13T18:01:04.000Z
17840,1659    2001,1,1,C,Brick/Concr,60,Excellent,BR,Brick,12,,,,U,1982,,2004,1,4355,48,4214,2017-08-13T18:01:04.000Z
17841,1659    2002,1,1,C,Brick/Concr,45,Good +,BR,Brick,10,,,0,U,1982,,1987,1,2248,58,1578,2017-08-13T18:01:04.000Z
17842,1659    2003,1,1,C,Brick/Concr,45,Good +,BR,Brick,10,,,600000,Q,1982,,2004,1,2249,58,1542,2017-08-13T18:01:04.000Z
17843,1659    2004,1,1,B,Reinf Concr,50,Very Good,BR,Brick,10,,,481360,Q,1982,,2004,1,2188,58,1502,2017-08-13T18:01:04.000Z
17844,1659    2005,1,1,B,Reinf Concr,45,Good +,BR,Brick,10,,,1100000,Q,1982,,2000,1,2189,58,1542,2017-08-13T18:01:04.000Z
17845,1660    0812,1,1,B,Reinf Concr,40,Good,0,Typical,8,0,,78000000,Q,1977,1998,1990,3,386528,44,83294,2017-08-13T18:01:04.000Z
